trip_id;driver_id;passenger_id;payment_id;source_adress;destenation_adress;price;score
6952;7471;5863;371;Sagrada Família 401, Barcelona, Spain 08013;Forbidden City 4, Beijing, China 100006;1397;5
33404;6506;6072;994;Sagrada Família 401, Barcelona, Spain 08013;864 Palm Drive, San Jose, CA 95101;2281;5
87799;4548;751;819;321 Elm Boulevard, Houston, TX 77001;444 Lake View, Denver, CO 80201;1341;4
85698;9563;9856;857;246 Spruce Road, Dallas, TX 75201;456 Oak Avenue, Los Angeles, CA 90001;2887;5
44977;6066;7039;175;555 Mountain Street, Washington, DC 20001;Sydney Opera House, Sydney, Australia 2000;2395;3
12001;1329;5280;128;654 Maple Drive, Phoenix, AZ 85001;Marina Bay Sands 10, Singapore 018956;1344;3
90454;6497;9435;290;Piazza San Marco 1, Venice, Italy 30124;123 Main Street, New York, NY 10001;2113;3
96679;5431;8420;838;Forbidden City 4, Beijing, China 100006;Red Square 1, Moscow, Russia 109012;1496;4
18571;3521;2135;880;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;3679;2
19888;9963;4307;104;321 Elm Boulevard, Houston, TX 77001;864 Palm Drive, San Jose, CA 95101;1167;4
41532;5592;4270;674;123 Main Street, New York, NY 10001;Forbidden City 4, Beijing, China 100006;1522;3
82325;3786;776;623;CN Tower 301, Toronto, Canada M5V 2T6;159 Birch Street, San Antonio, TX 78201;1700;4
1440;1766;2332;797;246 Spruce Road, Dallas, TX 75201;555 Mountain Street, Washington, DC 20001;4148;3
56917;9053;3520;610;789 Pine Road, Chicago, IL 60601;Forbidden City 4, Beijing, China 100006;4863;2
40145;1000;1740;406;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;Red Square 1, Moscow, Russia 109012;3416;2
22010;5455;3567;917;555 Mountain Street, Washington, DC 20001;Shibuya Crossing 2, Tokyo, Japan 150-0043;2702;3
25372;4773;7806;712;Sydney Opera House, Sydney, Australia 2000;246 Spruce Road, Dallas, TX 75201;2859;5
95414;2329;922;438;555 Mountain Street, Washington, DC 20001;Gyeongbokgung Palace 161, Seoul, South Korea 03045;3659;3
79711;3271;2405;292;Forbidden City 4, Beijing, China 100006;456 Oak Avenue, Los Angeles, CA 90001;1710;4
39655;9340;1647;440;Gyeongbokgung Palace 161, Seoul, South Korea 03045;Burj Khalifa 1, Dubai, UAE;4067;4
85379;8737;1280;531;456 Oak Avenue, Los Angeles, CA 90001;654 Maple Drive, Phoenix, AZ 85001;4886;4
33363;8926;8109;282;654 Maple Drive, Phoenix, AZ 85001;753 Willow Avenue, San Diego, CA 92101;2694;4
13522;3439;2548;750;222 Park Avenue, Boston, MA 02101;246 Spruce Road, Dallas, TX 75201;3731;3
1978;8523;3736;402;555 Mountain Street, Washington, DC 20001;Taj Mahal, Agra, India 282001;4250;4
55137;8331;4295;26;Table Mountain Rd, Cape Town, South Africa 8001;789 Pine Road, Chicago, IL 60601;4392;3
82443;3746;3536;81;864 Palm Drive, San Jose, CA 95101;555 Mountain Street, Washington, DC 20001;3552;3
57284;9760;6446;27;789 Pine Road, Chicago, IL 60601;Sydney Opera House, Sydney, Australia 2000;1225;4
17017;3459;8243;584;123 Main Street, New York, NY 10001;666 Ocean Avenue, Miami, FL 33101;2555;4
74310;4664;9224;52;666 Ocean Avenue, Miami, FL 33101;Shibuya Crossing 2, Tokyo, Japan 150-0043;4874;5
14663;1259;7032;928;Champs-Élysées 75, Paris, France 75008;222 Park Avenue, Boston, MA 02101;3070;2
91381;7166;8899;525;444 Lake View, Denver, CO 80201;Champs-Élysées 75, Paris, France 75008;2105;4
9048;2140;7520;243;Sagrada Família 401, Barcelona, Spain 08013;666 Ocean Avenue, Miami, FL 33101;1613;2
15769;6779;2923;725;654 Maple Drive, Phoenix, AZ 85001;987 Cedar Lane, Philadelphia, PA 19101;3468;5
17842;7677;9040;625;Marina Bay Sands 10, Singapore 018956;444 Lake View, Denver, CO 80201;2532;2
74210;8119;3415;524;Marina Bay Sands 10, Singapore 018956;Sydney Opera House, Sydney, Australia 2000;4568;5
67814;8782;7694;2;Shibuya Crossing 2, Tokyo, Japan 150-0043;Burj Khalifa 1, Dubai, UAE;1807;3
36484;5305;3056;936;123 Main Street, New York, NY 10001;Gyeongbokgung Palace 161, Seoul, South Korea 03045;2556;4
12742;1011;1461;277;Burj Khalifa 1, Dubai, UAE;Champs-Élysées 75, Paris, France 75008;1667;5
90387;8492;1230;740;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;Sydney Opera House, Sydney, Australia 2000;3321;5
88030;4170;8691;689;Sydney Opera House, Sydney, Australia 2000;555 Mountain Street, Washington, DC 20001;4873;4
50548;7042;2858;587;Shibuya Crossing 2, Tokyo, Japan 150-0043;987 Cedar Lane, Philadelphia, PA 19101;3851;4
47333;6019;1560;402;321 Elm Boulevard, Houston, TX 77001;Sagrada Família 401, Barcelona, Spain 08013;4255;4
25335;4146;8863;755;Burj Khalifa 1, Dubai, UAE;456 Oak Avenue, Los Angeles, CA 90001;2528;5
4139;3658;333;521;444 Lake View, Denver, CO 80201;246 Spruce Road, Dallas, TX 75201;2210;3
87709;6258;5796;494;Gyeongbokgung Palace 161, Seoul, South Korea 03045;159 Birch Street, San Antonio, TX 78201;1148;5
2143;9978;8266;896;Sagrada Família 401, Barcelona, Spain 08013;987 Cedar Lane, Philadelphia, PA 19101;2611;2
10372;7784;5389;185;Gyeongbokgung Palace 161, Seoul, South Korea 03045;Marina Bay Sands 10, Singapore 018956;1046;5
52918;688;8764;989;444 Lake View, Denver, CO 80201;Piazza San Marco 1, Venice, Italy 30124;3322;5
89334;939;9833;829;Champs-Élysées 75, Paris, France 75008;444 Lake View, Denver, CO 80201;2300;2
96715;3134;3190;916;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;321 Elm Boulevard, Houston, TX 77001;2150;3
14252;729;6701;93;Sagrada Família 401, Barcelona, Spain 08013;Champs-Élysées 75, Paris, France 75008;2635;3
73897;3792;3609;367;CN Tower 301, Toronto, Canada M5V 2T6;Marina Bay Sands 10, Singapore 018956;3616;2
75107;5106;6213;938;Red Square 1, Moscow, Russia 109012;987 Cedar Lane, Philadelphia, PA 19101;4277;4
36036;2400;1232;281;Brandenburger Tor 1, Berlin, Germany 10117;Marina Bay Sands 10, Singapore 018956;1832;4
40913;4301;8457;175;321 Elm Boulevard, Houston, TX 77001;159 Birch Street, San Antonio, TX 78201;3489;5
97304;6831;5531;765;864 Palm Drive, San Jose, CA 95101;Burj Khalifa 1, Dubai, UAE;3682;5
91631;4826;7449;774;222 Park Avenue, Boston, MA 02101;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;4795;3
64988;9513;6869;919;246 Spruce Road, Dallas, TX 75201;123 Main Street, New York, NY 10001;2120;2
56610;9820;5236;207;555 Mountain Street, Washington, DC 20001;444 Lake View, Denver, CO 80201;2220;3
57591;353;4253;537;Table Mountain Rd, Cape Town, South Africa 8001;Sydney Opera House, Sydney, Australia 2000;2071;4
34349;9838;9102;357;CN Tower 301, Toronto, Canada M5V 2T6;Table Mountain Rd, Cape Town, South Africa 8001;2644;5
86892;9353;4183;654;555 Mountain Street, Washington, DC 20001;Table Mountain Rd, Cape Town, South Africa 8001;3835;5
70649;5307;8308;52;Forbidden City 4, Beijing, China 100006;Sagrada Família 401, Barcelona, Spain 08013;4404;4
35586;977;4413;80;Brandenburger Tor 1, Berlin, Germany 10117;246 Spruce Road, Dallas, TX 75201;3158;5
56932;7277;1214;700;Red Square 1, Moscow, Russia 109012;864 Palm Drive, San Jose, CA 95101;4918;2
93610;7456;5591;189;Piazza San Marco 1, Venice, Italy 30124;654 Maple Drive, Phoenix, AZ 85001;2008;2
79359;3600;3903;92;321 Elm Boulevard, Houston, TX 77001;Gyeongbokgung Palace 161, Seoul, South Korea 03045;1722;2
98310;9293;4344;146;666 Ocean Avenue, Miami, FL 33101;789 Pine Road, Chicago, IL 60601;1113;4
88583;1088;4392;506;654 Maple Drive, Phoenix, AZ 85001;987 Cedar Lane, Philadelphia, PA 19101;3083;5
12339;4599;5405;606;Red Square 1, Moscow, Russia 109012;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;4653;3
23603;2782;3683;298;654 Maple Drive, Phoenix, AZ 85001;333 River Road, Seattle, WA 98101;2297;5
99567;2341;1873;771;CN Tower 301, Toronto, Canada M5V 2T6;Champs-Élysées 75, Paris, France 75008;4867;4
92015;1572;3723;637;Gyeongbokgung Palace 161, Seoul, South Korea 03045;444 Lake View, Denver, CO 80201;3995;5
71451;1527;800;167;Red Square 1, Moscow, Russia 109012;Red Square 1, Moscow, Russia 109012;3493;5
93876;1780;1540;421;864 Palm Drive, San Jose, CA 95101;Gyeongbokgung Palace 161, Seoul, South Korea 03045;1322;5
97911;821;9785;65;444 Lake View, Denver, CO 80201;654 Maple Drive, Phoenix, AZ 85001;1567;5
70279;9943;8389;945;666 Ocean Avenue, Miami, FL 33101;654 Maple Drive, Phoenix, AZ 85001;2339;5
13888;5580;9564;527;Table Mountain Rd, Cape Town, South Africa 8001;333 River Road, Seattle, WA 98101;2952;3
73091;7469;9481;843;753 Willow Avenue, San Diego, CA 92101;333 River Road, Seattle, WA 98101;3869;3
45428;8698;8487;696;789 Pine Road, Chicago, IL 60601;123 Main Street, New York, NY 10001;4829;5
7775;3829;2319;300;Brandenburger Tor 1, Berlin, Germany 10117;Sydney Opera House, Sydney, Australia 2000;1303;2
8686;126;1299;418;321 Elm Boulevard, Houston, TX 77001;222 Park Avenue, Boston, MA 02101;4625;3
2133;3298;6527;66;666 Ocean Avenue, Miami, FL 33101;Sydney Opera House, Sydney, Australia 2000;1146;5
3641;9605;844;834;789 Pine Road, Chicago, IL 60601;Shibuya Crossing 2, Tokyo, Japan 150-0043;1851;2
83242;5492;8376;999;Taj Mahal, Agra, India 282001;Forbidden City 4, Beijing, China 100006;1579;2
57428;2216;1495;440;Taj Mahal, Agra, India 282001;666 Ocean Avenue, Miami, FL 33101;1170;4
5896;1849;109;467;Gyeongbokgung Palace 161, Seoul, South Korea 03045;222 Park Avenue, Boston, MA 02101;2855;3
20786;7739;9844;550;222 Park Avenue, Boston, MA 02101;Champs-Élysées 75, Paris, France 75008;2446;5
15195;5073;7944;960;159 Birch Street, San Antonio, TX 78201;654 Maple Drive, Phoenix, AZ 85001;2032;5
9457;4851;7402;350;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;Champs-Élysées 75, Paris, France 75008;4525;5
10846;328;7749;584;246 Spruce Road, Dallas, TX 75201;Sagrada Família 401, Barcelona, Spain 08013;2377;4
80546;5809;7246;679;Sagrada Família 401, Barcelona, Spain 08013;Champs-Élysées 75, Paris, France 75008;4315;4
18791;1156;6628;392;864 Palm Drive, San Jose, CA 95101;987 Cedar Lane, Philadelphia, PA 19101;1203;3
77877;1310;4336;255;Table Mountain Rd, Cape Town, South Africa 8001;Forbidden City 4, Beijing, China 100006;3323;2
16530;2900;2894;54;555 Mountain Street, Washington, DC 20001;Sagrada Família 401, Barcelona, Spain 08013;2722;3
37755;8933;4226;938;Marina Bay Sands 10, Singapore 018956;Burj Khalifa 1, Dubai, UAE;4797;2
90042;1082;2895;298;Taj Mahal, Agra, India 282001;Red Square 1, Moscow, Russia 109012;3275;2
76959;3788;7215;251;Sydney Opera House, Sydney, Australia 2000;321 Elm Boulevard, Houston, TX 77001;2146;2
11292;1053;5876;729;Table Mountain Rd, Cape Town, South Africa 8001;Red Square 1, Moscow, Russia 109012;2978;2
63126;28;1938;23;333 River Road, Seattle, WA 98101;666 Ocean Avenue, Miami, FL 33101;3709;4
99229;488;2990;390;987 Cedar Lane, Philadelphia, PA 19101;Burj Khalifa 1, Dubai, UAE;3314;4
98420;6419;3290;635;666 Ocean Avenue, Miami, FL 33101;Taj Mahal, Agra, India 282001;2430;2
1452;5074;3880;167;246 Spruce Road, Dallas, TX 75201;Table Mountain Rd, Cape Town, South Africa 8001;4698;5
18368;839;7409;675;Taj Mahal, Agra, India 282001;159 Birch Street, San Antonio, TX 78201;1752;5
11058;3788;3520;108;159 Birch Street, San Antonio, TX 78201;123 Main Street, New York, NY 10001;4070;3
52379;3036;4005;828;987 Cedar Lane, Philadelphia, PA 19101;Gyeongbokgung Palace 161, Seoul, South Korea 03045;3258;5
52462;5340;2945;362;246 Spruce Road, Dallas, TX 75201;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;3030;3
82236;821;2633;825;555 Mountain Street, Washington, DC 20001;456 Oak Avenue, Los Angeles, CA 90001;4726;5
40637;5210;3252;520;Taj Mahal, Agra, India 282001;Forbidden City 4, Beijing, China 100006;3765;5
31108;119;4296;304;222 Park Avenue, Boston, MA 02101;555 Mountain Street, Washington, DC 20001;1605;2
79596;7828;7409;663;987 Cedar Lane, Philadelphia, PA 19101;321 Elm Boulevard, Houston, TX 77001;2755;5
12707;643;6938;670;Red Square 1, Moscow, Russia 109012;Gyeongbokgung Palace 161, Seoul, South Korea 03045;2985;4
47036;558;9888;807;Sagrada Família 401, Barcelona, Spain 08013;Brandenburger Tor 1, Berlin, Germany 10117;4999;4
17269;2786;1817;288;654 Maple Drive, Phoenix, AZ 85001;333 River Road, Seattle, WA 98101;2473;3
76241;251;7436;336;987 Cedar Lane, Philadelphia, PA 19101;987 Cedar Lane, Philadelphia, PA 19101;1782;5
27041;5243;9106;134;555 Mountain Street, Washington, DC 20001;CN Tower 301, Toronto, Canada M5V 2T6;2494;5
2467;6853;8529;892;Red Square 1, Moscow, Russia 109012;Piazza San Marco 1, Venice, Italy 30124;1654;4
31186;2572;7628;26;Marina Bay Sands 10, Singapore 018956;Shibuya Crossing 2, Tokyo, Japan 150-0043;2752;2
27469;6487;9724;521;444 Lake View, Denver, CO 80201;Gyeongbokgung Palace 161, Seoul, South Korea 03045;2321;4
49710;1710;8112;508;246 Spruce Road, Dallas, TX 75201;Forbidden City 4, Beijing, China 100006;2760;3
67186;8292;1956;744;864 Palm Drive, San Jose, CA 95101;333 River Road, Seattle, WA 98101;3527;2
42065;6594;9444;301;Table Mountain Rd, Cape Town, South Africa 8001;Forbidden City 4, Beijing, China 100006;1166;2
97758;3662;3719;412;333 River Road, Seattle, WA 98101;Table Mountain Rd, Cape Town, South Africa 8001;4760;2
35073;8606;8584;943;123 Main Street, New York, NY 10001;123 Main Street, New York, NY 10001;1460;4
54616;1890;1954;827;246 Spruce Road, Dallas, TX 75201;246 Spruce Road, Dallas, TX 75201;3601;2
7921;5231;2219;105;654 Maple Drive, Phoenix, AZ 85001;789 Pine Road, Chicago, IL 60601;3156;3
68583;8481;661;276;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;333 River Road, Seattle, WA 98101;3543;5
96489;1090;350;192;Table Mountain Rd, Cape Town, South Africa 8001;Sagrada Família 401, Barcelona, Spain 08013;4176;5
67467;4532;5105;915;Table Mountain Rd, Cape Town, South Africa 8001;Burj Khalifa 1, Dubai, UAE;4763;5
58211;950;5978;260;159 Birch Street, San Antonio, TX 78201;Shibuya Crossing 2, Tokyo, Japan 150-0043;4757;2
53087;7103;1384;630;Piazza San Marco 1, Venice, Italy 30124;Taj Mahal, Agra, India 282001;2734;5
68248;4414;542;637;159 Birch Street, San Antonio, TX 78201;123 Main Street, New York, NY 10001;3314;4
43201;5325;7255;440;Sydney Opera House, Sydney, Australia 2000;Piazza San Marco 1, Venice, Italy 30124;1880;2
8865;8793;56;267;Gyeongbokgung Palace 161, Seoul, South Korea 03045;123 Main Street, New York, NY 10001;2014;5
3439;4810;5231;803;864 Palm Drive, San Jose, CA 95101;666 Ocean Avenue, Miami, FL 33101;2204;2
4467;7197;3386;934;Red Square 1, Moscow, Russia 109012;Shibuya Crossing 2, Tokyo, Japan 150-0043;4593;4
10942;4226;2424;855;Burj Khalifa 1, Dubai, UAE;Sydney Opera House, Sydney, Australia 2000;2706;4
53541;3390;9366;721;Gyeongbokgung Palace 161, Seoul, South Korea 03045;333 River Road, Seattle, WA 98101;2238;3
43868;19;9337;385;222 Park Avenue, Boston, MA 02101;Taj Mahal, Agra, India 282001;1332;2
90926;7668;4856;941;Brandenburger Tor 1, Berlin, Germany 10117;Sydney Opera House, Sydney, Australia 2000;4007;3
91096;6460;2444;81;Taj Mahal, Agra, India 282001;Brandenburger Tor 1, Berlin, Germany 10117;3606;4
62527;4524;7167;721;753 Willow Avenue, San Diego, CA 92101;Shibuya Crossing 2, Tokyo, Japan 150-0043;1285;4
93978;8808;2916;902;Brandenburger Tor 1, Berlin, Germany 10117;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;4932;4
52018;8819;6949;218;Marina Bay Sands 10, Singapore 018956;Sagrada Família 401, Barcelona, Spain 08013;1098;5
45199;5929;6487;229;555 Mountain Street, Washington, DC 20001;789 Pine Road, Chicago, IL 60601;1874;4
60875;3030;9557;934;123 Main Street, New York, NY 10001;987 Cedar Lane, Philadelphia, PA 19101;2384;4
49760;3686;189;994;333 River Road, Seattle, WA 98101;654 Maple Drive, Phoenix, AZ 85001;3505;5
52895;8194;2326;239;456 Oak Avenue, Los Angeles, CA 90001;789 Pine Road, Chicago, IL 60601;2101;4
42386;7399;6261;165;Shibuya Crossing 2, Tokyo, Japan 150-0043;456 Oak Avenue, Los Angeles, CA 90001;3240;3
79729;8365;2139;682;Piazza San Marco 1, Venice, Italy 30124;123 Main Street, New York, NY 10001;4667;5
54814;5322;7538;78;Marina Bay Sands 10, Singapore 018956;987 Cedar Lane, Philadelphia, PA 19101;1861;5
16897;2767;1920;922;Champs-Élysées 75, Paris, France 75008;Piazza San Marco 1, Venice, Italy 30124;3790;3
60351;1509;7931;41;456 Oak Avenue, Los Angeles, CA 90001;CN Tower 301, Toronto, Canada M5V 2T6;2662;3
23216;6589;4478;61;789 Pine Road, Chicago, IL 60601;Sydney Opera House, Sydney, Australia 2000;3898;2
87751;3567;3773;950;Sydney Opera House, Sydney, Australia 2000;Champs-Élysées 75, Paris, France 75008;2383;5
17164;4976;8620;253;222 Park Avenue, Boston, MA 02101;333 River Road, Seattle, WA 98101;3356;4
64345;8855;731;240;456 Oak Avenue, Los Angeles, CA 90001;Piazza San Marco 1, Venice, Italy 30124;4537;2
59491;8859;6347;587;456 Oak Avenue, Los Angeles, CA 90001;Sydney Opera House, Sydney, Australia 2000;2829;4
51168;5161;8094;510;555 Mountain Street, Washington, DC 20001;987 Cedar Lane, Philadelphia, PA 19101;3357;4
75332;8202;9466;624;864 Palm Drive, San Jose, CA 95101;Sagrada Família 401, Barcelona, Spain 08013;3353;3
48105;2738;5091;100;Burj Khalifa 1, Dubai, UAE;864 Palm Drive, San Jose, CA 95101;3145;2
89166;308;6677;113;321 Elm Boulevard, Houston, TX 77001;123 Main Street, New York, NY 10001;1258;3
17490;1270;7022;680;Piazza San Marco 1, Venice, Italy 30124;789 Pine Road, Chicago, IL 60601;1706;2
79595;6222;5550;852;Burj Khalifa 1, Dubai, UAE;Piazza San Marco 1, Venice, Italy 30124;4736;5
61029;2003;5911;595;444 Lake View, Denver, CO 80201;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;2385;2
1105;3861;3876;102;753 Willow Avenue, San Diego, CA 92101;Sagrada Família 401, Barcelona, Spain 08013;1918;2
80253;863;5318;349;Forbidden City 4, Beijing, China 100006;Piazza San Marco 1, Venice, Italy 30124;1889;3
4162;2611;303;806;Red Square 1, Moscow, Russia 109012;Gyeongbokgung Palace 161, Seoul, South Korea 03045;4031;4
43299;59;1572;419;Piazza San Marco 1, Venice, Italy 30124;444 Lake View, Denver, CO 80201;2859;3
82086;682;8137;814;Champs-Élysées 75, Paris, France 75008;456 Oak Avenue, Los Angeles, CA 90001;4698;4
4786;6117;4768;251;Brandenburger Tor 1, Berlin, Germany 10117;159 Birch Street, San Antonio, TX 78201;3057;2
25379;3684;5511;92;Sydney Opera House, Sydney, Australia 2000;864 Palm Drive, San Jose, CA 95101;4331;3
65763;9575;2153;783;222 Park Avenue, Boston, MA 02101;Burj Khalifa 1, Dubai, UAE;3405;4
98260;6041;8137;180;123 Main Street, New York, NY 10001;654 Maple Drive, Phoenix, AZ 85001;3824;5
46522;9467;557;385;321 Elm Boulevard, Houston, TX 77001;Forbidden City 4, Beijing, China 100006;4299;4
43083;6208;9386;597;222 Park Avenue, Boston, MA 02101;987 Cedar Lane, Philadelphia, PA 19101;1385;3
89893;5659;9637;787;666 Ocean Avenue, Miami, FL 33101;Red Square 1, Moscow, Russia 109012;4456;5
47592;354;1612;944;Brandenburger Tor 1, Berlin, Germany 10117;123 Main Street, New York, NY 10001;4451;2
17631;3648;4793;940;987 Cedar Lane, Philadelphia, PA 19101;987 Cedar Lane, Philadelphia, PA 19101;3523;5
40410;1574;9742;928;Piazza San Marco 1, Venice, Italy 30124;Champs-Élysées 75, Paris, France 75008;3935;2
31625;1645;7290;344;444 Lake View, Denver, CO 80201;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;2532;4
40587;8498;9438;981;Brandenburger Tor 1, Berlin, Germany 10117;753 Willow Avenue, San Diego, CA 92101;2717;2
14133;2814;5334;615;Taj Mahal, Agra, India 282001;Sagrada Família 401, Barcelona, Spain 08013;3184;2
944;9009;9545;976;Sagrada Família 401, Barcelona, Spain 08013;Burj Khalifa 1, Dubai, UAE;1877;4
91657;4152;947;390;222 Park Avenue, Boston, MA 02101;Sagrada Família 401, Barcelona, Spain 08013;1778;2
42151;3669;7077;42;321 Elm Boulevard, Houston, TX 77001;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;4926;5
46546;1559;1796;863;Marina Bay Sands 10, Singapore 018956;321 Elm Boulevard, Houston, TX 77001;4987;5
94706;3298;4075;660;333 River Road, Seattle, WA 98101;Table Mountain Rd, Cape Town, South Africa 8001;3874;3
41286;4105;3820;608;Shibuya Crossing 2, Tokyo, Japan 150-0043;Champs-Élysées 75, Paris, France 75008;1760;2
6169;9025;1198;581;Piazza San Marco 1, Venice, Italy 30124;123 Main Street, New York, NY 10001;4552;4
94235;4839;1126;875;444 Lake View, Denver, CO 80201;Brandenburger Tor 1, Berlin, Germany 10117;3060;2
50761;920;7189;604;456 Oak Avenue, Los Angeles, CA 90001;Piazza San Marco 1, Venice, Italy 30124;3903;4
79527;9406;4463;955;666 Ocean Avenue, Miami, FL 33101;Champs-Élysées 75, Paris, France 75008;2675;2
22649;1631;6474;868;CN Tower 301, Toronto, Canada M5V 2T6;Sagrada Família 401, Barcelona, Spain 08013;4381;3
391;5193;2257;851;Piazza San Marco 1, Venice, Italy 30124;123 Main Street, New York, NY 10001;3346;3
82318;858;3699;482;Forbidden City 4, Beijing, China 100006;Shibuya Crossing 2, Tokyo, Japan 150-0043;4534;2
6444;8271;8775;591;Red Square 1, Moscow, Russia 109012;159 Birch Street, San Antonio, TX 78201;3790;2
62686;7330;1497;661;Forbidden City 4, Beijing, China 100006;Gyeongbokgung Palace 161, Seoul, South Korea 03045;3928;5
1626;2841;5833;34;333 River Road, Seattle, WA 98101;333 River Road, Seattle, WA 98101;2419;4
17157;3298;1176;14;789 Pine Road, Chicago, IL 60601;246 Spruce Road, Dallas, TX 75201;2533;3
48871;8942;2915;970;Brandenburger Tor 1, Berlin, Germany 10117;246 Spruce Road, Dallas, TX 75201;4157;2
72410;5877;1149;459;753 Willow Avenue, San Diego, CA 92101;Red Square 1, Moscow, Russia 109012;2856;5
67891;8629;5979;704;321 Elm Boulevard, Houston, TX 77001;CN Tower 301, Toronto, Canada M5V 2T6;1570;4
44437;3322;35;184;Taj Mahal, Agra, India 282001;Piazza San Marco 1, Venice, Italy 30124;1063;5
34810;2978;5165;830;321 Elm Boulevard, Houston, TX 77001;987 Cedar Lane, Philadelphia, PA 19101;2295;5
66091;3356;1541;193;456 Oak Avenue, Los Angeles, CA 90001;444 Lake View, Denver, CO 80201;4337;4
33939;1719;9022;197;Sydney Opera House, Sydney, Australia 2000;Champs-Élysées 75, Paris, France 75008;2601;4
41775;6589;5482;726;Sydney Opera House, Sydney, Australia 2000;Brandenburger Tor 1, Berlin, Germany 10117;2670;5
25686;26;3733;768;Shibuya Crossing 2, Tokyo, Japan 150-0043;555 Mountain Street, Washington, DC 20001;3493;3
81794;2315;7562;91;333 River Road, Seattle, WA 98101;Brandenburger Tor 1, Berlin, Germany 10117;2315;5
32257;6415;8978;392;654 Maple Drive, Phoenix, AZ 85001;555 Mountain Street, Washington, DC 20001;4916;2
16024;8364;5659;80;Sagrada Família 401, Barcelona, Spain 08013;222 Park Avenue, Boston, MA 02101;1969;3
40806;5559;1989;449;789 Pine Road, Chicago, IL 60601;Forbidden City 4, Beijing, China 100006;1607;2
1663;7169;4144;738;CN Tower 301, Toronto, Canada M5V 2T6;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;3544;2
32863;1293;3668;89;Burj Khalifa 1, Dubai, UAE;Piazza San Marco 1, Venice, Italy 30124;3996;3
36757;522;90;787;444 Lake View, Denver, CO 80201;Gyeongbokgung Palace 161, Seoul, South Korea 03045;2022;5
7725;1370;2598;789;789 Pine Road, Chicago, IL 60601;Shibuya Crossing 2, Tokyo, Japan 150-0043;1251;4
90349;2212;4479;684;753 Willow Avenue, San Diego, CA 92101;Champs-Élysées 75, Paris, France 75008;1029;5
48744;7337;3798;284;222 Park Avenue, Boston, MA 02101;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;1119;3
97851;6283;3819;274;321 Elm Boulevard, Houston, TX 77001;Taj Mahal, Agra, India 282001;2534;3
53610;360;2039;422;CN Tower 301, Toronto, Canada M5V 2T6;789 Pine Road, Chicago, IL 60601;4258;4
54725;9918;3601;940;Shibuya Crossing 2, Tokyo, Japan 150-0043;864 Palm Drive, San Jose, CA 95101;1250;2
34995;7644;9153;871;Champs-Élysées 75, Paris, France 75008;Sagrada Família 401, Barcelona, Spain 08013;2339;2
79577;5910;3738;602;Brandenburger Tor 1, Berlin, Germany 10117;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;2737;5
35340;3176;9948;668;246 Spruce Road, Dallas, TX 75201;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;2173;2
54192;3847;8509;54;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;864 Palm Drive, San Jose, CA 95101;2264;2
71952;9966;9073;680;Gyeongbokgung Palace 161, Seoul, South Korea 03045;Piazza San Marco 1, Venice, Italy 30124;3825;3
7125;1368;7144;265;Shibuya Crossing 2, Tokyo, Japan 150-0043;753 Willow Avenue, San Diego, CA 92101;1332;3
83272;2475;2910;154;987 Cedar Lane, Philadelphia, PA 19101;333 River Road, Seattle, WA 98101;1077;5
31401;4288;6559;667;Brandenburger Tor 1, Berlin, Germany 10117;159 Birch Street, San Antonio, TX 78201;1811;2
14945;3398;613;530;654 Maple Drive, Phoenix, AZ 85001;987 Cedar Lane, Philadelphia, PA 19101;3907;2
62902;3510;8482;8;Table Mountain Rd, Cape Town, South Africa 8001;Piazza San Marco 1, Venice, Italy 30124;3540;3
89969;7661;4543;144;123 Main Street, New York, NY 10001;Brandenburger Tor 1, Berlin, Germany 10117;4420;3
48240;6523;1670;531;Copacabana Beach 100, Rio de Janeiro, Brazil 22070-011;Piazza San Marco 1, Venice, Italy 30124;4765;4
89146;1230;5111;997;864 Palm Drive, San Jose, CA 95101;333 River Road, Seattle, WA 98101;1377;2
91411;7532;9506;180;Sydney Opera House, Sydney, Australia 2000;444 Lake View, Denver, CO 80201;3475;4
7878;1219;9889;672;Gyeongbokgung Palace 161, Seoul, South Korea 03045;Marina Bay Sands 10, Singapore 018956;3808;5
50846;1482;240;692;Brandenburger Tor 1, Berlin, Germany 10117;CN Tower 301, Toronto, Canada M5V 2T6;2762;4
